
null,F1,8690.0

null,F2,3684.0

null,F1,5436.0

null,F1,7045.0

null,F1,1076.0

null,F1,7953.0

null,F1,5111.0

null,F2,4153.0

null,F1,6336.0

null,F2,4178.0

null,F1,7249.0

null,F1,1797.0

null,F1,6235.0

null,F2,7802.0

null,F1,5098.0

null,F1,5298.0

null,F2,8493.0

null,F2,1326.0

null,F2,3122.0

null,F1,6890.0

null,F2,4111.0

null,F2,4543.0

null,F1,5250.0

null,F1,5381.0

null,F1,2992.0

null,F2,999.0

null,F2,3297.0

null,F2,5357.0

null,F2,4234.0

null,F1,5866.0

null,F1,8922.0

null,F2,3529.0

null,F2,801.0

null,F2,4375.0

null,F1,5166.0

null,F1,4923.0

null,F1,557.0

null,F2,1017.0

null,F2,643.0

null,F1,6974.0

null,F1,6248.0

null,F2,5154.0

null,F1,4630.0

null,F2,6001.0

null,F1,7046.0

null,F1,656.0

null,F2,8532.0

null,F1,7176.0

null,F1,4361.0

null,F1,6107.0

null,F2,5521.0

null,F2,5769.0

null,F2,2371.0

null,F2,1791.0

null,F2,1849.0

null,F1,377.0

null,F1,3064.0

null,F1,5634.0

null,F2,6852.0

null,F2,6199.0

null,F1,5479.0

null,F1,6299.0

null,F2,8620.0

null,F1,4016.0

null,F1,359.0

null,F1,4645.0

null,F2,6649.0

null,F1,3084.0

null,F2,6404.0

null,F2,6501.0

null,F2,3866.0

null,F1,7128.0

null,F1,8113.0

null,F1,7761.0

null,F2,4765.0

null,F1,1823.0

null,F1,4541.0

null,F1,5656.0

null,F1,5416.0

null,F1,4133.0

null,F2,2192.0

null,F2,3310.0

null,F1,5161.0

null,F2,6475.0

null,F2,1759.0

null,F1,6569.0

null,F1,674.0

null,F1,4282.0

null,F2,2631.0

null,F1,7793.0

null,F1,2710.0

null,F2,3281.0

null,F2,4850.0

null,F2,919.0

null,F2,7153.0

null,F2,8395.0

null,F1,1914.0

null,F1,3950.0

null,F1,6983.0

null,F1,1567.0

null,F1,1892.0

null,F1,7728.0

null,F1,3753.0

null,F1,8105.0

null,F2,7272.0

null,F2,6573.0

null,F2,4593.0

null,F1,2814.0

null,F2,7357.0

null,F1,4675.0

null,F1,173.0

null,F1,8769.0

null,F1,3032.0

null,F1,2781.0

null,F2,7038.0

null,F2,8079.0

null,F2,4295.0

null,F1,6597.0

null,F1,4428.0

null,F1,4285.0

null,F2,2304.0

null,F1,434.0

null,F2,1381.0

null,F2,5510.0

null,F2,8492.0

null,F2,547.0

null,F2,268.0

null,F2,2534.0

null,F1,4083.0

null,F2,7343.0

null,F1,3283.0

null,F1,1396.0

null,F1,6258.0

null,F2,2014.0

null,F1,3439.0

null,F1,4988.0

null,F2,939.0

null,F2,4378.0

null,F1,5123.0

null,F1,5852.0

null,F2,7909.0

null,F2,3832.0

null,F1,4111.0

null,F2,7020.0

null,F2,7105.0

null,F2,443.0

null,F2,6242.0

null,F1,2804.0

null,F1,4903.0

null,F1,3773.0

null,F2,604.0

null,F2,2368.0

null,F2,2018.0

null,F1,5671.0

null,F1,7791.0

null,F1,3553.0

null,F1,4526.0

null,F2,2703.0

null,F2,4773.0

null,F2,5279.0

null,F2,8256.0

null,F2,2531.0

null,F1,2957.0

null,F2,813.0

null,F2,7043.0

null,F2,7828.0

null,F1,8577.0

null,F1,8760.0

null,F1,1047.0

null,F2,7058.0

null,F2,1851.0

null,F1,7109.0

null,F1,6128.0

null,F1,8109.0

null,F1,8620.0

null,F1,3349.0

null,F1,6206.0

null,F2,7115.0

null,F2,4596.0

null,F2,4632.0

null,F1,544.0

null,F2,1432.0

null,F2,4282.0

null,F1,4521.0

null,F1,5144.0

null,F1,5839.0

null,F1,8623.0

null,F1,171.0

null,F2,5523.0

null,F2,3635.0

null,F1,6964.0

null,F2,2563.0

null,F2,6905.0

null,F1,3822.0

null,F2,2239.0

null,F2,675.0

null,F2,7933.0

null,F2,8223.0

null,F2,5101.0

null,F2,6460.0

null,F2,4543.0

null,F2,117.0

null,F2,4690.0

null,F1,755.0

null,F2,3099.0

null,F2,8270.0

null,F1,7032.0

null,F2,7964.0

null,F1,5169.0

null,F1,3722.0

null,F1,3278.0

null,F2,3738.0

null,F2,8413.0

null,F1,3957.0

null,F2,1349.0

null,F1,6249.0

null,F2,8161.0

null,F2,921.0

null,F2,6591.0

null,F1,4581.0

null,F1,8092.0

null,F2,1963.0

null,F2,1555.0

null,F2,4527.0

null,F2,4657.0

null,F1,2922.0

null,F2,1468.0

null,F1,4971.0

null,F2,3631.0

null,F1,5597.0

null,F1,3734.0

null,F1,6031.0

null,F1,365.0

null,F1,8638.0

null,F1,5048.0

null,F2,6409.0

null,F2,5439.0

null,F1,7539.0

null,F2,4932.0

null,F1,2509.0

null,F2,1064.0

null,F2,2777.0

null,F2,6857.0

null,F1,1097.0

null,F2,2745.0

null,F1,1480.0

null,F2,4758.0

null,F1,1699.0

null,F1,2360.0

null,F1,7963.0

null,F1,6949.0

null,F2,6502.0

null,F2,4268.0

null,F1,2350.0

